nd_course,nd_course_desc,nd_course_first_proj,nd_url,nd_name,school,difficulty
Time Series Forecasting,"Time Series Forecasting is a powerful analytical tool. In this course, you learn how ETS and ARIMA models are used to forecast data and how they deal with trends and seasonality. These skills will be evaluated in the final project.",,https://www.udacity.com/course/predictive-analytics-for-business-nanodegree--nd008,Predictive Analytics For Business,School of Business,beginner
Segmentation and Clustering,"Segmentation and Clustering are effective methods for finding patterns in your data. In this course, you learn how to prepare data to be clustered appropriately and interpret results.",Combine Predictive Techniques,https://www.udacity.com/course/predictive-analytics-for-business-nanodegree--nd008,Predictive Analytics For Business,School of Business,beginner
Fundamentals of Monetization,"Learn the parts of a balance sheet that are impacted by product strategy, and understand the goals and basic moves of a growth monetization strategy. Understand the basic blocks for building a monetization strategy, and how to evaluate one using scorecards.",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
Buyer Targeting,"Differentiate between different buyer personas, such as consumer versus professional. Examine how the nuances in motivations of different buyer personas informs the targeting strategy. Identify the right channel to acquire new customers for each persona and develop tactics suited to each persona and channel combination",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
Path to Purchase,"Identify the different stages in the “Path to Purchase” and how it is optimized for paid conversion. Understand the tradeoff between adoption, conversion, and revenue, to set optimal targets aligned with business goals. Learn the impact of UX design on the path to purchase and the leverage of buyer psychology on purchase conversion. Develop KPIs and scorecards for monetization to understand conversion efficiency.",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
Premium Value,"Learn methods to identify what constitutes premium value for a buyer persona and how that translates to business value and apply tactics to amplify premium value identified for each persona. Understand the economic efficiency of acquiring customers using the unit economics model, and calculate KPIs including Lifetime Value (LTV), LTV : CAC, and the importance of recovering the CAC as soon as possible to optimize the payback period.",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
Pricing,"Learn what a pricing metric is, how it maps to the customer’s premium value and its importance in aligning incentives between buyer and seller.
Distinguish between the different pricing metrics and how to decide an optimal range for the price amount. Build a pricing plan that optimizes for market share, revenue, profit, retention, and upsell, and calculate those KPIs. Learn how to build a growth accounting model for both customers and revenue.",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
Project: Priceless Penny,"In this project, you will apply the skills you have developed in the course to build a monetization model for a post-revenue B2B SaaS business, and then come up with hypotheses about potential changes to the monetization strategy. Using a provided description about the company, its product, pricing scheme, and a dataset of recent customer transactions, you will build monetization models for this business. Based on these models, you will then come up with a couple of hypotheses about changing the pricing metric and pricing plans to optimize the business’ monetization strategy. Lastly, you will create an experimentation plan to test these hypotheses.",,https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,School of Business,intermediate
"Design for Availability, Reliability, and Resiliency","In this course, you will use the highly available constructs within AWS to create highly available and resilient systems and networks. Then, you will build with AWS services and understand their redundant capabilities. You will explore the connection between the technical aspects of these systems and business operations and objectives. Finally, you will practice what to do when things fail and how to handle these situations.",Recoverability in AWS,https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063,AWS Cloud Architect,School of Cloud Computing,advanced
Design for Performance and Scalability,"In this course, you will use AWS tools to identify and implement best practices for cost, and identify and understand the elements required to design and architect scalable infrastructure. You will be able to modify traditional infrastructure for performance, and identify architectures and workloads where serverless infrastructure should be considered to meet cost and performance goals. Finally, you will be able to provision and destroy infrastructure from the command line using the AWS CLI and Terraform.","Design, Provision, and Monitor AWS Infrastructure at Scale",https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063,AWS Cloud Architect,School of Cloud Computing,advanced
Design for Security,"In this course, you will explore best practices and strategies around securing access to cloud services and infrastructure. You will also use tools and methods available with public cloud ecosystems - such as AWS - to ensure that data stored in the cloud is protected. Finally, you will investigate security practices around monitoring and defending cloud based applications and environments.",Securing the Recipe Vault Application,https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063,AWS Cloud Architect,School of Cloud Computing,advanced
Supervised Learning,"In this lesson, you will learn about supervised learning, a common class of methods for model construction.",Find Donors for CharityML,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,Intro to Machine Learning with TensorFlow,School of Artificial Intelligence,intermediate
Deep Learning,"In this lesson, you will learn the foundations of neural network design and training in TensorFlow.",Build an Image Classifier,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,Intro to Machine Learning with TensorFlow,School of Artificial Intelligence,intermediate
Unsupervised Learning,"In this lesson, you will learn to implement unsupervised learning methods for different kinds of problem domains.",Create Customer Segments,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,Intro to Machine Learning with TensorFlow,School of Artificial Intelligence,intermediate
Object Oriented JavaScript,"Learn how to use the object oriented programming features of JavaScript to build applications with reusable and maintainable blocks of code. You’ll build classes to construct objects that include both data and functionality, learn how to use prototypal inheritance to maintain DRY code, and how to keep data safe and secure with private properties.",Create a User-generated Infographic,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Intermediate JavaScript,School of Programming & Development,intermediate
Functional Programming,"Gain a better understanding of programming paradigms and why there is a trend towards the Functional paradigm right now. Beyond a high level understanding of Functional programming, you will also discover and practice the modern JavaScript syntax that will allow you to benefit from these concepts in your everyday JavaScript programs.",Create a Mars Rover Dashboard,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Intermediate JavaScript,School of Programming & Development,intermediate
Asynchronous Programming in JavaScript,"Get comfortable reading, writing, and thinking in asynchronous patterns. You will cover the original and modern ways to handle asynchronous events in JavaScript, from callbacks, to Promises, and Async/await. Alongside these topics will come important conceptual lessons, real life applications, and lots of hands on practice.",Build a UdaciRacer Simulation Game,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Intermediate JavaScript,School of Programming & Development,intermediate
Introduction to Data Analysis,"Learn how to use statistics and visuals to find and communicate insights. Develop Excel skills to manipulate, analyze, and visualize data in a spreadsheet. Build Excel models to analyze possible business outcomes.",Interpret a Data Visualization,https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,Marketing Analytics,School of Business,beginner
Data Visualization,"Learn to apply design and visualization principles to create impactful data visualizations, build data dashboards, and tell stories with data.",Storytelling With Data,https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,Marketing Analytics,School of Business,beginner
Google Analytics,"In this course  you’ll acquire in-depth knowledge of Google Analytics, as you learn to use advanced reporting techniques, analyze and optimize results, build fluency with Data Studio, and produce actionable insights that power significant business growth.","Advanced Displays, Segments & Views",https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,Marketing Analytics,School of Business,beginner
Marketing Analytics,"In this course you will learn about a wide range of marketing and business metrics, and how to evaluate the growth and health of your marketing efforts.",Crafting an Analytic Brief,https://www.udacity.com/course/marketing-analytics-nanodegree--nd028,Marketing Analytics,School of Business,beginner
Introduction to Data Science,"Businesses often suspect that they want Data Science capabilities, and may even sense a need for Data Science capabilities, but many are not sure where to start. Learn exactly what Data Science is, who Data Scientists are, and what's possible through Data Science.",,https://www.udacity.com/course/data-science-for-business-leaders--nd045,Data Science for Business Leaders,School of Business,intermediate
Business Case for Data Science,"Creating a data science strategy isn’t a standalone activity; it must be driven by a business's overarching operations and strategy. This course will cover how to articulate a  business’s strategic objectives and identify opportunities for data science-based transformation, a critical starting point for any data strategy.",,https://www.udacity.com/course/data-science-for-business-leaders--nd045,Data Science for Business Leaders,School of Business,intermediate
Human Capital of Data Science,"The human capital component of Data Science is critical to delivering on a data science strategy. Learn how to recruit, hire, and train for a Data Science organization, and how to structure that organization in order to deliver value to the business. Asses ways to leverage data and data science to foster a data-driven culture throughout the business.",,https://www.udacity.com/course/data-science-for-business-leaders--nd045,Data Science for Business Leaders,School of Business,intermediate
Data and Machine Learning Infrastructure Strategy,"Technology needs are specific to each business; they depend on the types of data to be leveraged for Data Science, the form and magnitude of that data, the types of data science models that a business plans to create, and the overall scale of operations represented by those data science models. This lesson investigates the parameters that must be considered both in creating a Data Architecture Strategy and in building a Machine Learning Architecture to support Data Science initiatives.",,https://www.udacity.com/course/data-science-for-business-leaders--nd045,Data Science for Business Leaders,School of Business,intermediate
CAPSTONE PROJECT - Build a 100-Day Data Plan,Draw on all of the skills learned throughout the lessons to create a Data Science strategy that drives transformation in the business during your first 100 days.,Project Details,https://www.udacity.com/course/data-science-for-business-leaders--nd045,Data Science for Business Leaders,School of Business,intermediate
Introduction,"Learn about our quadrotor test platform, work in our custom simulator, and build your first project—getting a quadrotor to take-off and fly around a backyard!",Backyard Flyer,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer,School of Autonomous Systems,advanced
3D Motion Planning,"Optimize 2D solutions using waypoints, then scale solutions to 3D problems. Apply these skills by autonomously navigating your drone through a dense urban environment.",3D Motion Planning,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer,School of Autonomous Systems,advanced
Controls,"Moving a flying vehicle requires determining appropriate low-level motor controls. Here, you’ll build a nonlinear cascaded controller for your drone system.",Building a Controller,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer,School of Autonomous Systems,advanced
Estimation,Utilize sensor fusion and filtering. Design an Extended Kalman Filter (EKF) to estimate attitude and position from IMU and GPS data of a flying robot.,Estimation,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer,School of Autonomous Systems,advanced
[Optional] Fixed-Wing Aircraft,Learn the dynamics of fixed-wing flight and apply what you’ve learned by writing code to control a fixed-wing aircraft in simulation.,Fixed-Wing Control,https://www.udacity.com/course/flying-car-nanodegree--nd787,Flying Car and Autonomous Flight Engineer,School of Autonomous Systems,advanced
Azure Infrastructure Operations,"In modern deployments, automated deployment and management of cloud infrastructure is crucial for ensuring the high uptimes that customers expect. Understand the DevOps lifecycle and the basics of infrastructure management in Microsoft Azure. Learn about cloud security best practices to keep infrastructure secure. Leverage modern technologies to create robust and repeatable deployments in Microsoft Azure.",Deploying a Web Server in Azure,https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082,Cloud DevOps using Microsoft Azure,School of Cloud Computing,intermediate
Agile Development with Azure,"Automated Deployment of high quality software using DevOps principles is a critical skill in the cloud era. Master the theory and practice of Agile project management with hands-on examples. Execute a Python centric Continuous Integration strategy that uses testing best practices, including open source code quality tools such as pylint and pytest. Couple Infrastructure-as-Code (IaC) with Continuous Delivery using Azure Pipelines to streamline the deployment of applications to Azure.",Building a CI/CD Pipeline,https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082,Cloud DevOps using Microsoft Azure,School of Cloud Computing,intermediate
Ensuring Quality Releases (Quality Assurance),"Applications that have been built and released into the cloud need to be evaluated to ensure proper performance. Test cloud-based application performance and functionality within the pipeline itself, as well as after it has been deployed by using different types of test suites such as Selenium and Postman. Exercise those test suites against a variety of endpoints, including a sample eCommerce UI, and REST APIs. Build a systemic application monitoring process based on alert triggers in Azure Monitor and custom log files in Azure Log Analytics.",Ensuring Quality Releases,https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082,Cloud DevOps using Microsoft Azure,School of Cloud Computing,intermediate
The Paradigm Shift,"Understand how to apply probabilistic reasoning  to machine learning, and gain a working knowledge of the key terms and components involved in machine learning approaches, such as: algorithm, model, training, feature, test set, training set, and ground truth dataset. Then, develop ideas for machine learning and AI use cases for a business, and evaluate them for feasibility and impact.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
The Math Behind the Magic,"Understand how critical data attributes can affect a machine learning model, and distinguish the differences between classification, regression, optimization, and simulation in ML/AI applications. Become familiar with the applications of deep learning and how it can be applied to predictive modeling, reinforcement learning models, and optimization.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
Architectures of AI Systems,"Understand the importance, applications, and components of machine learning model architecture including classifiers, regressors, optimizers, simulators, policy learners, and segmenters. Differentiate between the capabilities of natural language processing, voice/speech processing, and computer vision. Finally, build machine learning model architectures for a digital channel chatbot, negotiation engine, and visual classifier.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
Working with Data,"Learn how to label data for supervised learning. Understand the fundamental requirements of AI infrastructure, and how to overcome common implementation hurdles. Assess the feasibility of AI use cases in a range of business scenarios by evaluating data readiness.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
"Accuracy, Bias, and Ethics","Define the parameters for designing machine learning models including accuracy, underfitting and overfitting of data, and ethical frameworks.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
Gathering Feedback,Learn how to build surveys and conduct interviews to solicit feedback on model prototypes. Identify key stakeholders inside and outside an organization to provide feedback in an iterative design process. Analyze the results of feedback from stakeholders to inform evaluation and prioritization of business use cases.,,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
Thinking Bigger,"Learn how to begin implementing AI use cases  with small learning experiments, and build a roadmap deploying machine learning applications that strategically complement one another.
Finally, create a proposal that integrates key use cases into a transformational business story.",,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
CAPSTONE PROJECT - Deliver a Machine Learning / AI Strategy,Draw on all of the skills learned throughout the lessons to create an ML/AI strategy that is technically achievable and highly impactful on your business based on the evaluation of various AI-enabled use cases.,Project Details,https://www.udacity.com/course/ai-for-business-leaders--nd054,AI for Business Leaders,School of Business,intermediate
Intro to Data Visualization,"Learn how to select the most appropriate data visualization for an analysis, evaluate the effectiveness of a data visualization, and build interactive and engaging Tableau dashboards.",Build Data Dashboards,https://www.udacity.com/course/data-visualization-nanodegree--nd197,Data Visualization,School of Data Science,beginner
Dashboard Designs,"Design and create a dashboard in an enterprise environment. Discover user needs, identify key metrics, and tailor your dashboard to a particular audience.",Design a Data Dashboard,https://www.udacity.com/course/data-visualization-nanodegree--nd197,Data Visualization,School of Data Science,beginner
Data Storytelling,"Learn the end to end process for telling a story and providing a recommendation based on data. You'll define an effective problem statement, structure a data presentation, scope analyses, identify biases and limitations within your dataset, and pull together an end-to-end analysis.",Build a Data Story,https://www.udacity.com/course/data-visualization-nanodegree--nd197,Data Visualization,School of Data Science,beginner
Advanced Data Storytelling,"Learn advanced data visualization and storytelling techniques. Learn to use Tableau Storypoint to add interactivity and other visual elements to a story, and add animation and narration with Tableau Pages and Flourish.",Animate a Data Story,https://www.udacity.com/course/data-visualization-nanodegree--nd197,Data Visualization,School of Data Science,beginner
Android Basics: User Interface,"Learn how to transform hand-drawn app designs into layouts using the XML markup language, and use Views and ViewGroups to display images and text.",Build a Single Screen App,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,Android Basics,School of Programming & Development,beginner
Android Basics: User Input,"Harness the power of Java to build a coffee-ordering app, use variables to add interactivity to your app, and learn the basics of object-oriented programming.",Score Keeper App,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,Android Basics,School of Programming & Development,beginner
Android Basics: Multi-Screen Apps,"Learn how to show multiple screens, and add audio and images to an app. Learn how Android handles touch events, and make visual changes to add polish to your app.",Musical Structure App,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,Android Basics,School of Programming & Development,beginner
Android Basics: Networking,"Discover the power of Web APIs and how to use them, and learn the basics of networking in Android, including HTTP networking, JSON parsing, and threads.",News App,https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803,Android Basics,School of Programming & Development,beginner
Introduction to SQL,"Learn SQL fundamentals such as JOINs, Aggregations, and Subqueries. Learn how to use SQL to answer complex business problems.",Investigate a Database,https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118,Programming for Data Science with R,School of Data Science,beginner
Introduction to R Programming,"Learn R programming fundamentals such as data structures, variables, loops, and functions. Learn to visualize data in the popular data visualization library ggplot2.",Explore US Bikeshare Data,https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118,Programming for Data Science with R,School of Data Science,beginner
Introduction to Version Control,Learn how to use version control and share your work with other people in the data science industry.,Post your work on Github,https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118,Programming for Data Science with R,School of Data Science,beginner
Growth and Acquisition Strategy (Coming Soon!),"Build a growth strategy plan to acquire new customers by defining the target market, identifying personas, and aligning them to most efficient acquisition channels. Expand into new markets by harnessing telemetry, customer feedback, market trends, and competitive landscape data. Apply behavioral psychology to the customer purchase process to improve product design, and run A/B tests to assess success.",Unleash Growth “to the Clouds”,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Growth Product Manager,School of Business,intermediate
Activation and Retention Strategy (Available Now!),"Understand how to guide users to the a-ha moment of your product as soon as possible, via the activation funnel and sign-up flow. Apply best practices for how to best engage customers, and retain them for the long term. Analyze the user lifecycle, including the activation, retention, dormancy, and resurrection phases, and deploy experiments to improve the lifetime value (LTV) and decrease churn.",Let It Grow,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Growth Product Manager,School of Business,intermediate
Monetization Strategy (Available Now!),"Learn how to make your product profitable, including selecting key markets and outreach channels, and build purchase paths that leverage industry case studies. Apply best practices of experience design, and learn how to measure the effectiveness of your monetization strategy. Design and define pricing plans that utilize quantitative and qualitative methods.",Priceless Penny,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Growth Product Manager,School of Business,intermediate
Edge AI Fundamentals with OpenVINO™,"Leverage a pre-trained model for computer vision inferencing. You will convert pre-trained models into the framework agnostic intermediate representation with the Model Optimizer, and perform efficient inference on deep learning models through the hardware-agnostic Inference Engine. Finally, you will deploy an app on the edge, including sending information through MQTT, and analyze model performance and use cases",Deploy a People Counter at the Edge,https://www.udacity.com/course/intel-edge-ai-for-iot-developers-nanodegree--nd131,Intel® Edge AI for IoT Developers,School of Artificial Intelligence,advanced
Hardware for Computer Vision & Deep Learning Application Deployment,"Grow your expertise in choosing the right hardware. Identify key hardware specifications of various hardware types (CPU, VPU, FPGA, and Integrated GPU). Utilize the Intel® DevCloud for the Edge to test model performance and deploy power-efficient deep neural network inference on on the various hardware types. Finally, you will distribute workload on available compute devices in order to improve model performance.",Design a Smart Queuing System,https://www.udacity.com/course/intel-edge-ai-for-iot-developers-nanodegree--nd131,Intel® Edge AI for IoT Developers,School of Artificial Intelligence,advanced
Optimization Techniques and Tools for Computer Vision & Deep Learning Applications,"Learn how to optimize your model and application code to reduce inference time when running your model at the edge. Use different software optimization techniques to improve the inference time of your model. Calculate how computationally expensive your model is. Use the DL Workbench to optimize your model and benchmark the performance of your model. Use a VTune amplifier to find and fix hotspots in your application code. Finally, package your application code and data so that it can be easily deployed to multiple devices.",Build a Computer Pointer Controller,https://www.udacity.com/course/intel-edge-ai-for-iot-developers-nanodegree--nd131,Intel® Edge AI for IoT Developers,School of Artificial Intelligence,advanced
Security Engineering Fundamentals,"This course introduces the fundamental concepts and practices of security engineering. These are the basic principles and properties a security engineer will apply when evaluating, prioritizing and communicating security topics. Additionally, you’ll learn about the practical applications of cryptography. You will also learn about strategies for risk evaluation, security review and audit.",TimeSheets,https://www.udacity.com/course/security-engineer-nanodegree--nd698,Security Engineer,School of Programming & Development,intermediate
System Security,"In this course, you’ll start by exploring the basics of system security and its implementation at the operating system level. You will learn about implementing authentication and authorization as a means to protect access to data and services. You will also learn about detecting unauthorized changes to a system and how to effectively counter them. By the end, you will understand how to build logging, monitoring and auditing tools that can alert you to system security breaches and how to effectively counter them in a real-world case.",Responding to a Nation-State Cyber Attack,https://www.udacity.com/course/security-engineer-nanodegree--nd698,Security Engineer,School of Programming & Development,intermediate
Infrastructure Security,"In this course, you will be introduced to the industry best practices for security configurations and controls. You will perform an assessment that includes security benchmarks, configurations and controls. You will also scan the main infrastructure operating systems for vulnerabilities and produce a report based on an industry scenario. At the end of this course, you will be familiar with industry terminology and security best practices. You will also learn to perform vulnerability scans and produce industry-standard reports.",Adversarial Resilience: Assessing Infrastructure Security,https://www.udacity.com/course/security-engineer-nanodegree--nd698,Security Engineer,School of Programming & Development,intermediate
Application Security,"In this course, you will learn the basics of secure web application. You will start by learning about OWASP and the Top 10 list of vulnerabilities within web applications. You will also learn how to do Static code scans using special software and even how to manually test a web application. By the end of this course you will be able to work as a security expert that can help shape the security posture of the development team to help build more secure web applications.",Vulnerable Web Application,https://www.udacity.com/course/security-engineer-nanodegree--nd698,Security Engineer,School of Programming & Development,intermediate
Fundamentals of Defending Systems,"In this course, you will begin your exploration into the role of a security analyst. You will learn about the core principles and philosophy that drive work in the security field. Then, you will discover physical, logical and administrative controls, their industry recognized frameworks, and how to apply them to secure a network, system or application. Lastly, you will apply security concepts to create defensible, resilient network architecture.",Planning for Security Controls,https://www.udacity.com/course/security-analyst-nanodegree--nd324,Security Analyst,School of Programming & Development,intermediate
Analyzing Security Threats,"In this course, you’ll start by exploring the current threat landscape and identifying both threats and threat actors that organizations face. You will learn about the OWASP Top 10 and that they pose a critical threat to organizations. Then, you’ll learn all of the ways to mitigate threats, including the OWASP Top 10. Lastly, you’ll learn what threat modeling is and build your own threat models.",Insecure Juice Shop,https://www.udacity.com/course/security-analyst-nanodegree--nd324,Security Analyst,School of Programming & Development,intermediate
Assessing Vulnerabilities and Reducing Risk,"In this course, you will learn how security analysts address system vulnerabilities in order to reduce organizational risk. You will first learn about vulnerabilities, their characteristics and their dynamic lifecycle. You will then explore the ways analysts assess vulnerabilities, including reviewing and administering scanning tools and utilities. You will learn how to measure the risks associated with discovered vulnerabilities. Lastly, you will review ways to communicate risk in order to plan remediation and mitigation activities.",Juice Shop Vulnerabilities Report,https://www.udacity.com/course/security-analyst-nanodegree--nd324,Security Analyst,School of Programming & Development,intermediate
"Monitoring, Logging and Responding to Incidents","In this course, you will discover the importance of incident detection and use the Snort Intrusion Detection System to automatically generate alerts based on suspicious network traffic. You will learn to analyze automated alerts for false positives and determine if they represent a real security threat. You will analyze network traffic using Wireshark and capture live traffic using tcpdump. You will also use Splunk to search and correlate security log data across multiple sources. Finally, you will follow incident handling procedures to respond and recover from security incident scenarios.",Intrusion Detection and Response,https://www.udacity.com/course/security-analyst-nanodegree--nd324,Security Analyst,School of Programming & Development,intermediate
Java Fundamentals,"In order to be a great Java developer you must first learn the fundamentals of Java. This course introduces the fundamental concepts and practices of Java programming. These include basic Object-oriented Programming (OOP) concepts such as classes, encapsulation and inheritance, as well as core Java concepts such as collections, exceptions and commonly used Java types.",Hotel Reservation Application,https://www.udacity.com/course/java-programming-nanodegree--nd079,Java Programming,School of Programming & Development,beginner
Advanced Java Programming Techniques,"The best Java programs combine excellent software designs with modern language features. This course will teach you some lesser known features of Java, such as functional programming, I/O, serialization, and reflection. Strengthen your software design intuition by exploring the design ideas that underpin understandable, extensible and scalable software systems. Learn the basic concepts and techniques of concurrent programming in Java, so your programs can take advantage of modern, multi-core hardware.",Legacy Web Crawler,https://www.udacity.com/course/java-programming-nanodegree--nd079,Java Programming,School of Programming & Development,beginner
Java Application Deployment,"This course introduces Java ecosystem topics that are necessary to develop production-ready applications. It starts by covering the construction and makeup of Java program artifacts. You will learn how Java program code is compiled, packaged and executed. Next, you’ll learn how to use Maven to automate and customize the build process, as well as manage external project dependencies. This course also covers the topic of Modules, introduced in Java 9. In addition to build topics, this course will also teach you to use the tools of JUnit 5 to write unit tests and evaluate code coverage. To expand our testing capabilities for complex applications, the Mockito library and test doubles will be covered as well.",UdaSecurity,https://www.udacity.com/course/java-programming-nanodegree--nd079,Java Programming,School of Programming & Development,beginner
Advanced Python Topics,"Begin by establishing a foundation in Python's methods to describe data, then dig deeper into functions and functional design, and create strategies for solving problems. You'll investigate the ins-and-outs of objects and object-based design, obtaining order from the interconnected ideas captured within class objects and instance objects. Finally, you'll have an opportunity to fuse Python with external files, culminating in the creation of complete codebases that can crunch numbers or protect the planet from peril.",Near-Earth Objects,https://www.udacity.com/course/intermediate-python-nanodegree--nd303,Intermediate Python,School of Programming & Development,intermediate
Large Codebases with Libraries,"Learn how you can write, structure, and extend your code to be able to support developing large systems at scale. Understand how you can leverage open source libraries to quickly add advanced functionality to your code and how you can package your code into libraries of your own. Apply Object Oriented Programming to ensure that your code remains modular, clear, and understandable. Honing these skills are the foundations for building codebases that are maintainable and efficient as they grow to tens of thousands of lines.",Meme Generator,https://www.udacity.com/course/intermediate-python-nanodegree--nd303,Intermediate Python,School of Programming & Development,intermediate
"Developing Android Apps, Part 1","Use common Android UI components to create a basic user interface, handle user input and Android lifecycle events, and create dynamic and navigable interfaces using constraint-based layouts. You’ll also learn how to use the Gradle build process to declare library dependencies and establish app parameters, and integrate app functionality with other apps or components with Android.",Build a Shoe Store Inventory App,https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,Android Kotlin Developer,School of Programming & Development,intermediate
"Developing Android Apps, Part 2","Learn how to implement data persistence in your app, display collections of data to users using RecyclerView, and use APIs to connect to, store, and retrieve data. You will also learn best practices of Material Design to create a quality user experience and learn how to make an app more accessible to as many users as possible.",Build an Asteroid Radar App,https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,Android Kotlin Developer,School of Programming & Development,intermediate
"Advanced Android Apps with Kotlin, Part 1","Learn how to enhance your app’s functionality and drive user engagement using Android’s robust notification system, build custom views, and use canvas drawing to allow for the update of a display based on user interactions. You will also be able to create simple animations to enhance the presentation of content and overall usability of the app.",Design an App with Application Loading Status,https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,Android Kotlin Developer,School of Programming & Development,intermediate
"Advanced Android Apps with Kotlin, Part 2","Learn how to build an app with location awareness and Google Maps. You will also learn best practices and techniques for testing to enable you to scale your app quickly and more safely, while mitigating any negative effects, and how to use Firebase for authentication and remote storage.",Build a Location Reminder App,https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,Android Kotlin Developer,School of Programming & Development,intermediate
Intro to RPA with UiPath,"In this course, you will learn about RPA using UiPath, specifically how to use UiPath Studio to develop automation solutions. You’ll first get a deep dive into Studio and how to use activities to program the robot to mimic actions. You’ll understand how data is stored and passed between applications and actions while understanding the logical flow of execution of the actions. Finally, you’ll learn about selectors, which are the heart of user interface identification and automation and how the robots use them to work within UI applications to successfully identify where to enter or extract data and actions.",Sorting Annual Reports,https://www.udacity.com/course/rpa-developer-nanodegree--nd340,RPA Developer with UiPath,School of Programming & Development,beginner
UiPath Advanced Automation Techniques and Design,"In this course, you’ll cover more advanced automation techniques to make you confident automating various software, web applications, and beyond. You'll learn how to extract, manipulate, and insert data within Excel and PDF documents, and about the recording options in Studio to assist you in quickly building automation projects. In addition, you’ll learn how to implement debugging techniques to ensure your code is free from errors and runs end to end. And finally, you’ll be introduced to UiPath Orchestrator, a web based management tool, so you can manage your projects and use the developer functionalities to make your projects robust and scalable.",Invoice Scraping,https://www.udacity.com/course/rpa-developer-nanodegree--nd340,RPA Developer with UiPath,School of Programming & Development,beginner
RPA Team Best Practices,"This course will give you the tools you need to handle unexpected challenges with consistent and successful methods. First, you’ll understand how to identify and handle common challenges with RPA projects. Then, you’ll learn the best way to design solutions and have clean, organized project solutions. You’ll learn standard best practices to ensure you consider the most important aspects to well written code in Studio. Next, you’ll cover an advanced topic, the Robotic Enterprise Framework, which is necessary for production level projects. Finally, you’ll understand how RPA teams work together, how automation is an end-to-end process, and how it relates to AI and other technologies, as well as how to learn more and connect with the RPA community.",RPA Code Review,https://www.udacity.com/course/rpa-developer-nanodegree--nd340,RPA Developer with UiPath,School of Programming & Development,beginner
