product_name,school_name,full_url,cost,prog_type,difficulty,skills,description
App Marketing,School of Business,https://www.udacity.com/course/app-marketing--ud719,free,course,intermediate,"App Marketing, User Segmentation, Customer Acquisition","This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.Learn More"
App Monetization,School of Business,https://www.udacity.com/course/app-monetization--ud518,free,course,intermediate,"Product Design, Google Analytics","Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.Learn More"
A/B Testing for Business Analysts,School of Business,https://www.udacity.com/course/ab-testing--ud979,free,course,intermediate,"A/B Randomized Design Tests, A/B Matched Pair Design Tests",The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making.Learn More
How to Build a Startup,School of Business,https://www.udacity.com/course/how-to-build-a-startup--ep245,free,course,intermediate,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments","Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs """"get out of the building"""" to gather and iterate on feedback.Learn More"
Get Your Startup Started,School of Business,https://www.udacity.com/course/get-your-startup-started--ud806,free,course,intermediate,"Entrepreneurship, Bootstrapping",Acquire the know-how necessary to see your business grow towards its next milestone.Learn More
Managing Remote Teams with Upwork,School of Business,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,free,course,beginner,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work",Bring your remote-teams to the next level with hands-on skills to manage your remote workforce effectively.Learn More
Hybrid Cloud Fundamentals,School of Cloud Computing,https://www.udacity.com/course/hybrid-cloud-fundamentals--ud0321,free,course,intermediate,"Hybrid Cloud, Nutanix, Hyperconverged Infrastructure, Prism web console, Private Cloud, Virtual Machine",Dive into the role of a hybrid cloud engineer and learn how to use Nutanix's Hyperconverged Infrastructure (HCI) software to configure the different components of a private cloud cluster.Learn More
Intro to Cloud Computing,School of Cloud Computing,https://www.udacity.com/course/intro-to-cloud-computing--ud080,free,course,beginner,"Cloud Computing,  AWS Console,  Compute Services,  Serverless Architecture,  Cloud Databases","This free course will equip you with the foundational skills you need to pursue a career in cloud computing. The course covers fundamental cloud computing principles and features hands-on practice using AWS, the leading cloud service provider.Learn More"
Cyber-Physical Systems Design & Analysis,School of Autonomous Systems,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,free,course,advanced,Georgia Institute of Technology,This course provides an introduction to cyber-physical systems with an industrial perspective.Learn More
Differential Equations in Action,School of Autonomous Systems,https://www.udacity.com/course/differential-equations-in-action--cs222,free,course,intermediate,"Math, Differential Equations","Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!Learn More"
Self-Driving Fundamentals: Featuring Apollo,School of Autonomous Systems,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,free,course,beginner,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control","Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. Learn More"
Linear Algebra Refresher Course,School of Artificial Intelligence,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,free,course,intermediate,"Algebra, Python, Vectors, Intersections",Learn linear algebra by doing: you will code your own library of linear algebra functions!Learn More
Machine Learning: Unsupervised Learning,School of Artificial Intelligence,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741,free,course,intermediate,"Randomized Optimization, Clustering, Feature Selection, Feature Transformation, Information Theory",Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!Learn More
Big Data Analytics in Healthcare,School of Artificial Intelligence,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,free,course,intermediate,"Data Analytics, Health Care Applications, Algorithms","In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.Learn More"
Intro to Descriptive Statistics,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-descriptive-statistics--ud827,free,course,beginner,"Descriptive Statistics, Estimation, Central Limit Theorem",Intro to Descriptive Statistics will teach you the basic concepts of statistics that can be used to extract information from data.Learn More
Intel® Edge AI Fundamentals with OpenVINO™,School of Artificial Intelligence,https://www.udacity.com/course/intel-edge-AI-fundamentals-with-openvino--ud132,free,course,intermediate,"Edge AI, Intel OpenVINO, Computer Vision, Deep Learning",Stay at the cutting-edge of AI technology by gaining practical skills for deploying edge AI. Learn how to use the Intel Distribution of OpenVINO toolkit to deploy computer vision capabilities inside a range of edge applications.Learn More
Artificial Intelligence,School of Artificial Intelligence,https://www.udacity.com/course/artificial-intelligence--ud954,free,nanodegree,advanced,"AI Algorithms, Search Algorithms, Optimization, Planning, Pattern Recognition","Learn essential Artificial Intelligence concepts from AI experts like Peter Norvig and Sebastian Thrun, including search, optimization, planning, pattern recognition, and more.Learn More"
Artificial Intelligence,School of Artificial Intelligence,https://www.udacity.com/course/artificial-intelligence--ud954,free,course,intermediate,"Artificial Intelligence, Probability, Bayesian Networks, Logic and Planning, Machine Learning","This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.Learn More"
Secure and Private AI,School of Artificial Intelligence,https://www.udacity.com/course/secure-and-private-ai--ud185,free,course,advanced,Facebook AI,Learn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.Learn More
Model Building and Validation,School of Artificial Intelligence,https://www.udacity.com/course/model-building-and-validation--ud919,free,course,advanced,"Questioning, Modeling, Validation, Data Analysis, QMV Process",This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.Learn More
Data Visualization and D3.js,School of Artificial Intelligence,https://www.udacity.com/course/data-visualization-and-d3js--ud507,free,course,intermediate,"d3.js, Design of Visualizations, Data Visualization, Visual Encodings",Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.Learn More
Machine Learning for Trading,School of Artificial Intelligence,https://www.udacity.com/course/machine-learning-for-trading--ud501,free,course,intermediate,"Pandas, Time Series Analysis, Computational Investing, Algorithmic Trading, Reinforcement Learning for Trading",Implement machine learning based strategies to make trading decisions using real-world data.Learn More
Machine Learning,School of Artificial Intelligence,https://www.udacity.com/course/machine-learning--ud262,free,course,intermediate,"Supervised Learning, Unsupervised Learning, Information Theory, Reinforcement Learning, Game Theory","In this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.Learn More"
Intro to Hadoop and MapReduce,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,free,course,intermediate,"Big Data, Hadoop, MapReduce","In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!Learn More"
Real-Time Analytics with Apache Storm,School of Artificial Intelligence,https://www.udacity.com/course/real-time-analytics-with-apache-storm--ud381,free,course,intermediate,"Data Analysis, Real-time Analytics, Apache Storm","The world is trending in real time! Learn Apache Storm, taught by Twitter, to scalably analyze real-time tweets and drive d3 visualizations. Storm is free, open and fun!Learn More"
A/B Testing,School of Artificial Intelligence,https://www.udacity.com/course/ab-testing--ud257,free,course,"",Google,Learn More
Data Analysis with R,School of Artificial Intelligence,https://www.udacity.com/course/data-analysis-with-r--ud651,free,course,intermediate,"R, Exploratory Data Analysis, Data Visualization",Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.Learn More
Knowledge-Based AI: Cognitive Systems,School of Artificial Intelligence,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,free,course,advanced,"Semantic Networks, Common-Sense Reasoning, Logic & Planning, Analogical Reasoning, Visuospatial Reasoning",The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.Learn More
Introduction to TensorFlow Lite,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-tensorflow-lite--ud190,free,course,intermediate,"TensorFlow Lite, Deep Learning Models, Android, iOS, Linux",Learn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.Learn More
Introduction to Computer Vision,School of Artificial Intelligence,https://www.udacity.com/course/introduction-to-computer-vision--ud810,free,course,intermediate,"Image Processing, Stereo Geometry, Feature Detection & Matching, Object Tracking, Classification & Recognition","This course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.Learn More"
Intro to TensorFlow for Deep Learning,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,free,course,intermediate,TensorFlow,"Developed by Google and Udacity, this course teaches a practical approach to deep learning for software developers.Learn More"
Eigenvectors and Eigenvalues,School of Artificial Intelligence,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104,free,course,beginner,"Linear Algebra, Eigenvectors, Eigenvalues",Learn how to calculate eigenvalues and eigenvectors and why they are important for AI applications.Learn More
Intro to Artificial Intelligence,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,free,course,intermediate,"Artificial Intelligence, Machine Learning, Probability, Logic and Planning, Markov models","This course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.Learn More"
Artificial Intelligence for Robotics,School of Artificial Intelligence,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,free,course,advanced,"Probabilistic Models, Kalman Filters, Motion Planning, Robot Control, Simultaneous Localization & Mapping","Learn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.Learn More"
Intro to Deep Learning with PyTorch,School of Artificial Intelligence,https://www.udacity.com/course/deep-learning-pytorch--ud188,free,course,intermediate,"Deep Learning, PyTorch, Neural Networks, CNNs, LSTMs, Style Transfer",Learn the basics of deep learning and implement your own deep neural networks with PyTorchLearn More
AWS DeepRacer,School of Artificial Intelligence,https://www.udacity.com/course/aws-deepracer--ud014,free,course,intermediate,"Machine Learning, Reinforcement Learning, AWS DeepRacer",Learn the fundamentals of machine learning and reinforcement learning in a fun and engaging way through autonomous driving with AWS DeepRacer.Learn More
Reinforcement Learning,School of Artificial Intelligence,https://www.udacity.com/course/reinforcement-learning--ud600,free,course,"",Georgia Institute of Technology,Learn More
Introduction to Machine Learning Course,School of Artificial Intelligence,https://www.udacity.com/course/intro-to-machine-learning--ud120,free,course,intermediate,"Machine Learning, Supervised Learning, Unsupervised Learning, Evaluation Metrics, Data Manipulation","This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.Learn More"
Craft Your Cover Letter,Career Advancement,https://www.udacity.com/course/craft-your-cover-letter--ud244,free,course,beginner,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement",Write a compelling narrative that showcases your value to the company.Learn More
Refresh Your Resume,Career Advancement,https://www.udacity.com/course/refresh-your-resume--ud243,free,course,beginner,"Resume writing, Company targeting, Storytelling, Career Advancement",Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.Learn More
Strengthen Your LinkedIn Network & Brand,Career Advancement,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242,free,course,beginner,"Personal branding, LinkedIn, Networking, Career Advancement",Learn how to excel at networking both in-person and on LinkedIn.Learn More
Data Science Interview Prep,Career Advancement,https://www.udacity.com/course/data-science-interview-prep--ud944,free,course,intermediate,"Interview practice, Common Data Questions, Data Structures, Career Advancement","Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.Learn More"
Android Interview Prep,Career Advancement,https://www.udacity.com/course/android-interview-prep--ud241,free,course,intermediate,"Interview practice, Common Android Questions, Whiteboarding",Learn how to respond to common Android and mobile development interview questions.Learn More
Machine Learning Interview Preparation,Career Advancement,https://www.udacity.com/course/machine-learning-interview-prep--ud1001,free,course,intermediate,"Interview practice, Machine Learning, Career Advancement","In this course, you’ll learn exactly what to expect during a machine learning interview.Learn More"
Front-End Interview Prep,Career Advancement,https://www.udacity.com/course/front-end-interview-prep--ud250,free,course,intermediate,"Interview questions, Common FE Questions, Whiteboarding, Career Advancement",Answer front-end technical and behavioral interview questions with confidence and poise.Learn More
Full-Stack Interview Prep,Career Advancement,https://www.udacity.com/course/full-stack-interview-prep--ud252,free,course,intermediate,"Interview practice, Common FS Questions, Whiteboarding, Career Advancement",Answer common full stack and web security interview questions with confidence and poise.Learn More
Data Structures & Algorithms in Swift,Career Advancement,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011,free,course,intermediate,"Interview practice, Swift, Data structures, Career Advancement",Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.Learn More
iOS Interview Prep,Career Advancement,https://www.udacity.com/course/ios-interview-prep--ud240,free,course,intermediate,"Interview practice, Common iOS Questions, Whiteboarding, Career Advancement",Answer iOS and mobile development interview questions with confidence and poise.Learn More
VR Interview Prep,Career Advancement,https://www.udacity.com/course/vr-interview-prep--ud251,free,course,intermediate,"Interview practice, Common VR Questions, Whiteboarding, Career Advancement",Learn how to tackle interview questions for technical roles in VR Development.Learn More
Product Manager Interview Preparation,Career Advancement,https://www.udacity.com/course/product-manager-interview-preparation--ud034,free,course,beginner,"Product Management, Interview Preparation, Career Advancement, Product Strategy, Technical Interview","Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.Learn More"
